name,sku,category,base_unit,description
4X8X0.6MM LAMINATE 4148-MT.6 - TOPLINE,00-50003543,Others,sheet,
4X8X0.8MM LAMINATE 5254A194 - TOP LINE,00-50003308,Others,sheet,
4X8X0.8MM LAMINATE AMERICAN WALNUT 9054 SF - SANCO,00-50003848,Others,sheet,
4X8X0.8MM LAMINATE SDL 10131 - SKYDECOR,00-50003122,Others,sheet,
4X8X0.8MM LAMINATE SDL 10131EQR BONELIGHT - SKYDECOR,00-50003826,Others,sheet,
4X8X0.8MM LAMINATE SDL 10134 PASTEL GREY - SKYDECOR,00-50003121,Others,sheet,
4X8X0.8MM LAMINATE SDL 10206 SSR COTTON WHITE - SKYDECOR,00-50003223,Others,sheet,
4X8X0.8MM LAMINATE SDL 30317 SUD VERACIOUS WALNUT - SKYDECOR,00-50003637,Others,sheet,
4X8X0.8MM LAMINATE SDL 30318 BRK ANDEAN WALNUT - SKYDECOR,00-50003229,Others,sheet,
4X8X0.8MM LAMINATE SDL 30323 ZN WALNUT DARK BROWN - SKYDECOR,00-50003219,Others,sheet,
4X8X0.8MM LAMINATE SDL 40406 MBL TRAVERTINE BEIGE - SKYDECOR,00-50003224,Others,sheet,
4X8X0.8MM LAMINATE SDL 40410 SKR MOSCATO BEIGE - SKYDECOR,00-50003456,Others,sheet,
4X8X0.8MM LIGHT OAK LAMINATE,00-50003665,Others,sheet,
FC13362FC COLINA VERDE NUEZ HPL LAMINATE 4X8X0.9MM - KALLEGRA,00-50002782,Others,sheet,
PPC001MB PORTLAND LAMINATE 4X8X0.9MM - KALLEGRA,00-50003310,Others,sheet,
2 WAY BEND PLY 4X8X3MM,00-50003164,Others,sheet,
4X8X06MM MR MDF WITH B/S MELAMINE MF-138 OYSTER - EMILAM,00-50003212,Others,sheet,
4X8X06MM MR MDF WITH B/S MELAMINE MF-377 SWISS WALNUT - EMILAM,00-50003263,Others,sheet,
4X8X06MM NORMAL MDF WITH 1/S MELAMINE BLACK,00-50003947,Others,sheet,
4X8X09MM MR MDF WITH B/S MELAMINE MF-138 OYSTER - EMILAM,00-50003211,Others,sheet,
4X8X09MM MR MDF WITH B/S MELAMINE MF-377 SWISS WALNUT - EMILAM,00-50003262,Others,sheet,
4X8X09MM MR MDF WITH B/S MELAMINE MF-384 PARMA WALNUT - EMILAM,00-50003038,Others,sheet,
4X8X12MM MR MDF WITH B/S MELAMINE MF-138 OYSTER - EMILAM,00-50003210,Others,sheet,
4X8X12MM MR MDF WITH B/S MELAMINE MF-377 SWISS WALNUT - EMILAM,00-50003261,Others,sheet,
4x8x12mm PLAIN MDF,00-50003268,Others,sheet,
4X8X18MM MR MDF WITH B/S MELAMINE MF-138 OYSTER - EMILAM,00-50003209,Others,sheet,
4X8X18MM MR MDF WITH B/S MELAMINE MF-377 SWISS WALNUT - EMILAM,00-50003260,Others,sheet,
4X8X18MM MR MDF WITH B/S MELAMINE MF-384 PARMA WALNUT - EMILAM,00-50003037,Others,sheet,
4X8X18MM MR MDF WITH B/S MELAMINE MF-475 CALYPSO OAK - EMILAM,00-50003096,Others,sheet,
4X8X18MM NORMAL MDF WITH B/S MELAMINE BLACK MATT,00-50003622,Others,sheet,
4x8x18mm PLAIN MDF,00-50003267,Others,sheet,
4x8x6mm PLAIN MDF,00-50002134,Others,sheet,
4x8x9mm MR MDF,00-00000288,Others,sheet,
4x8x9mm PLAIN MDF,00-50003269,Others,sheet,
6X12X18MM PLAIN MDF - MADE IN THAILAND - JUMBO,00-50002824,Others,sheet,
6X12X9MM PLAIN MDF - JUMBO,00-50003266,Others,sheet,
Horizontal  Bend  Plywood 4x8x6mm,00-50002646,Others,sheet,
HORIZONTAL BEND PLY 4X8X6MM,00-50002605,Others,sheet,
INDOWUD NFC BOARD 4X8X18MM (FR+MR),00-00000229,Others,sheet,
MR MDF 6X12X12MM - MADE  IN THAILAND,00-50002645,Others,sheet,
08MMX2200X2800 B/S MELAMINE EGGER H3700 ST-10,00-50003578,Others,sheet,
12MMX2200X2800 B/S MELAMINE EGGER H3700 ST-10,00-50003570,Others,sheet,
18MMX2200X2800 B/S MELAMINE EGGER H1251 ST-19,00-50003405,Others,sheet,
18MMX2200X2800 B/S MELAMINE EGGER H3700 ST-10,00-50003569,Others,sheet,
18MMX2200X2800 B/S SAND ORLEANS OAK MELAMINE EGGER H1377 ST-36,00-50003973,Others,sheet,
2440x1220x6mm NORMAL MDF S/S MELAMINE P1015-T03,00-00000289,Others,sheet,
4X8X06MM  MR MDF WITH 1/S MELAMINE (CODE: SDL-10202),00-50003120,Others,sheet,
4X8X12MM  MR MDF WITH 2/S MELAMINE (CODE: SDL-10202),00-50003119,Others,sheet,
A3 PAPER,00-00000316,Others,box,
A4 PAPER,00-00000315,Others,box,
BALL PEN - GREEN,00-50003821,Others,piece,
CALCULATOR,00-50003996,Others,piece,
DESK ORGANIZER - MESH,00-50003342,Others,piece,
STICKER SHEET - A4,00-50003343,Others,piece,
STICKY NOTES - MULTI COLOR,00-50003819,Others,piece,
1K THINNER,00-50003624,Others,piece,
AC CLEAR MULTICOAT 10% GLOSS 25LTR-RITVER,00-50002809,Others,liter,
CATALYST @50% 12.5ltr-RITVER,00-50002807,Others,piece,
CATALYST FOR ACRYLIC 5LTR-RITVER,00-50002810,Others,liter,
DYED GOLD YELLOW #15066,00-50002728,Others,liter,
DYED LEMON YELLOW #15064,00-50002729,Others,liter,
DYED PAINT - WALNUT # 15760,00-50003148,Others,piece,
DYED WHITE #15073,00-50002727,Others,liter,
EPOXY PAINT - GREY - FLOOR PAINT,00-50003124,Others,liter,
GP BITUMEN PAINT - PS-347 BLACK,00-50003593,Others,piece,
Jotun Fenomastic Purecolour Emulsion Mat Base A 16.2L S0550-G90Y - Yellow,00-00000089,Others,liter,
JOTUN FENOMASTIC RAL 0567,00-50003545,Others,piece,
JOTUN FENOMASTIC RAL 1037,00-50002758,Others,piece,
JOTUN FENOMASTIC RAL 7312 - GREEN,00-50003528,Others,piece,
JOTUN FENOMASTIC RAL 9005,00-50002759,Others,piece,
NC PAINT - BLACK,00-50003594,Others,piece,
PU BASE COAT FIRE RATED -WHITE E1466IT,00-50003597,Others,liter,
PU CATALYST,00-50000710,Others,piece,
PU CATALYST @ 50% - FR E/1015IT-12.5LTR,00-50003598,Others,piece,
PU CLEAR FR 10% GLOSS-25LTR RITVER,00-50002804,Others,piece,
PU CLEAR MATT 10% GLOSS 25LTR-RITVER,00-50002808,Others,liter,
PU MATT 10% 7398A - H86010 - ICA,00-50002640,Others,kg,
PU MATT 10% 7399A - H86010 - ICA,00-50002639,Others,kg,
PU MATT 10% 7400 A - OP550G10 - ICA,00-50002637,Others,kg,
PU MATT 10% 7401 A - OP550G10 - ICA,00-50002638,Others,kg,
PU MIX PAINT,00-50002741,Others,liter,
PU PAINT - JTN/8282 10% GLOSSY - 4818MK - ZEAL,00-50003614,Others,liter,
PU PAINT - LIME STONE 10341,00-50003627,Others,liter,
PU PAINT 10% GLOSS - KAS2397,00-50002959,Others,liter,
PU PAINT 10% GLOSS - KAS2584 - RAL-801,00-50003566,Others,liter,
PU PAINT 10% GLOSS APS 5647-ICA,00-50003442,Others,kg,
PU PAINT FR - 10678 SPACE - 10% GLOSS,00-50004048,Others,liter,
PU PAINT FR - E/1500 IT 26457 - EVI,00-50003003,Others,liter,
PU PAINT FR - E/1500 IT 26464 - EVI,00-50003054,Others,liter,
PU PAINT FR - E/1500 IT 26467 - EVI,00-50003004,Others,liter,
PU PAINT FR - JTN/8282 10% GLOSSY - EVI,00-50003595,Others,kg,
PU PAINT FR - JTN/8395 10% GLOSSY - EVI,00-50003596,Others,kg,
PU PAINT RAL-8394 - WHITE POETRY 10% GLOSSY,00-50003099,Others,liter,
PU PRIMER,00-50003116,Others,piece,
PU SEALER 25LTR-RITVER,00-50002816,Others,liter,
PU SEALER FR 25ltr-RITVER,00-50002803,Others,piece,
PU SLOW THINNER P040,00-50002746,Others,liter,
PU THINNER FR,00-50002805,Others,piece,
PU THINNER NORMAL-RITVER,00-50002811,Others,liter,
PU TOPCOAT 0% MATT GLOSSY - ICA,00-50003115,Others,piece,
PU ULTRA CLEAR VARNISH EXTERIOR MATT F6502720 - SADOLIN YATCH,00-50002628,Others,gallon,
ROAD MARKING PAINT-BLACK,00-50003766,Others,g,
ROAD MARKING PAINT-YELLOW,00-50003765,Others,g,
TEXTURE FINISH PAINT,00-00000123,Others,gallon,
UNIVERSAL STAINER - BROWN - DJ5407 - PIDILITE - 110G - (1 BOX = 24 NOS),00-50003556,Others,box,
UNIVERSAL STAINER - FAST RED - SI3N16 - PIDILITE - 110G - (1 BOX = 24 NOS),00-50003557,Others,box,
UNIVERSAL STAINER - JET BLACK - DJ5604 - PIDILITE - 110G - (1 BOX = 24 NOS),00-50003555,Others,box,
UNIVERSAL STAINER - THICK YELLOW - DJ4N06 - PIDILITE - 110G - (1 BOX = 24 NOS),00-50003558,Others,box,
25MM PPR PIPE,00-50003246,Others,m,
BRASS REDUCER,00-50002772,Others,piece,
"GI REDUCER BUSH 2""X1.5""",00-50003085,Others,piece,
"GI SOCKET 2""",00-50003084,Others,piece,
"PPR ELBOW 2""",00-50003032,Others,piece,
"PPR NIPPLE SOCKET 2""",00-50003035,Others,piece,
"PPR PIPE 2""",00-50003031,Others,m,
"PPR REDUCER 2""X1""",00-50003036,Others,piece,
"PPR SOCKET 2""",00-50003034,Others,piece,
"PPR TEE 2""",00-50003033,Others,piece,
"PVC MALE THREAD ADAPTER 2/3""",00-00000085,Others,piece,
"PVC MALE THREAD ADAPTER 3/4""",00-00000075,Others,piece,
FIRE EXTINGUISHER - BLACK,00-50002927,Others,piece,
FIRE EXTINGUISHER - RED,00-50002926,Others,piece,
Intangible Asset,00-00000007,Others,piece,
"Property, Plant and Equipment",00-00000008,Others,piece,
SOFTWARE MODULE,00-50002939,Others,piece,
3D LETTER DESIGN,00-50003009,Others,piece,
Cashier,00-00000003,Others,piece,
Chief accountant,00-00000004,Others,piece,
DIESEL PUMP RECTIFICATION,00-50002910,Others,piece,
Director,00-00000005,Others,piece,
GENERAL WASTE COLLECTION,00-50002982,Others,piece,
Unemployeed Manpower,00-00000006,Others,piece,
03MM THK MIRROR,00-50003798,Others,piece,
06MM FROSTED GLASS,00-50003225,Others,piece,
06MM GLASS,00-50003367,Others,piece,
06MM TEMPERED GLASS,00-50003048,Others,piece,
06MM THK CLEAR SILVER MIRROR,00-50002589,Others,piece,
06MM THK MIRROR,00-50002813,Others,piece,
10MM TEMPERED GLASS,00-50003542,Others,piece,
10MM THK BELGIUM MIRROR,00-50003227,Others,piece,
6MM THK BELGIUM MIRROR,00-50002838,Others,piece,
6MM THK MAGIC MIRROR,00-50002426,Others,piece,
COLORED GLASS,00-50002815,Others,piece,
GLASS BOX,00-50003050,Others,piece,
GLASS BOX 995X555X750MM,00-50002419,Others,piece,
GLASS DOOR,00-50003111,Others,piece,
GLASS SHUTTER WITH ALUMINUM FRAME,00-50003217,Others,piece,
KERALITE CLEAR GLASS - 5MM THK,00-50003216,Others,piece,
PROFILE HANDLE 3000X35,00-50001107,Others,piece,
"08MM NUT AND BOLT 3""",00-50002189,Others,piece,
08MM TEE NUT 4 PRONG,00-50002185,Others,piece,
08MM WASHER - 25MM DIA,00-50002187,Others,piece,
"10MM NUT AND BOLT 4""",00-50002190,Others,piece,
10MM TEE NUT 4 PRONG,00-50002186,Others,piece,
10MM WASHER - 40MM DIA,00-50002188,Others,piece,
12x55/135 MORTISE BIT RH - METAL WORLD,00-50001174,Others,piece,
16x70/155 MORTISE BIT RH - METAL WORLD,00-50001172,Others,piece,
CW FEVICOL GLUE,00-50001412,Others,piece,
DOOR REBATED RUBBER SEAL - BROWN,00-50003580,Others,m,
DOOR RUBBER SEAL,00-50002430,Others,m,
DRAWER KNOB HANDLE -SS FINISH,00-50002039,Others,piece,
DRAWER LOCK 18MM,00-50002038,Others,piece,
DROP DOWN SEAL 900MM,00-50003897,Others,m,
FIRE SEAL 15X4,00-50003083,Others,piece,
FIRE SEAL 20X4,00-50003892,Others,piece,
FLAT PAD 140X115X5MM GRIT 1500 MICROFINE,00-50001406,Others,piece,
FLAT WOODEN BIT 12MM - UKEN,00-50002229,Others,piece,
FLAT WOODEN BIT 14MM - UKEN,00-50002230,Others,piece,
FLAT WOODEN BIT 16MM - UKEN,00-50002231,Others,piece,
FLAT WOODEN BIT 18MM - UKEN,00-50002232,Others,piece,
FLAT WOODEN BIT 19MM - UKEN,00-50002233,Others,piece,
FLAT WOODEN BIT 20MM - UKEN,00-50002234,Others,piece,
FLAT WOODEN BIT 25MM - UKEN,00-50002235,Others,piece,
FLAT WOODEN BIT 30MM - UKEN,00-50002236,Others,piece,
FLAT WOODEN BIT 35MM - UKEN,00-50002237,Others,piece,
"GRINDER PAD 5""X125MM",00-50002216,Others,piece,
HINGES BIT 35MM,00-50003512,Others,piece,
INTUMESCENT STRIP -  LORIENT-  20X4X2200MM BROWN,00-50003563,Others,piece,
INTUMESCENT STRIP -  LORIENT- 15X4X2200MM BROWN,00-50003565,Others,piece,
INTUMESCENT STRIP -  LORIENT- 25X6X2200MM BROWN,00-50003564,Others,piece,
INTUMESCENT STRIP -  PYROSTRIP 15X4X2200MM BROWN,00-50003507,Others,piece,
INTUMESCENT STRIP -  PYROSTRIP 20X4X2200MM BROWN,00-50003506,Others,piece,
INTUMESCENT STRIP -  PYROSTRIP 25X6X2200MM BROWN,00-50003508,Others,piece,
INTUMESCENT STRIP - 4MMX20MM,00-50001797,Others,piece,
KERA POXY CLEANER,00-50002239,Others,carton,
MEASURING TAPE 5MTR STHT33158-8 - STANLEY,00-50002215,Others,piece,
"NON ADHESIVE B/S PRINTED WARNING TAPE 3""",00-50003503,Others,piece,
PAD LOCK 38MM,00-50002214,Others,piece,
PAD LOCK SMALL,00-50003193,Others,piece,
SANDING SPONGE PREMIUM DISC GRITT NO 220,00-50001407,Others,piece,
SANDING SPONGE PREMIUM DISC GRITT NO 320,00-50001408,Others,piece,
SOCKET SINGLE GANG,00-50002485,Others,piece,
SPRAY GUN WASHER,00-50003589,Others,piece,
SS SCREW 1'',00-50002034,Others,box,
SS SCREW 16X6,00-50002866,Others,piece,
SS SCREW 16X8,00-50002867,Others,piece,
SS SCREW 19X6,00-50002864,Others,piece,
SS SCREW 19X8,00-50002865,Others,piece,
SS SCREW 3/4'',00-50002033,Others,box,
"SS SCREW 3/4''x6""",00-50002940,Others,box,
STAPLER PIN 06MM,00-50003025,Others,carton,
STAPLER PIN 08MM,00-50001224,Others,carton,
STAPLER PIN 10MM,00-50003026,Others,carton,
STAR BIT 4MM,00-50002036,Others,piece,
TOWER BOLT 3'' SS,00-50002041,Others,piece,
"TROLLEY WHEEL 6""",00-50002226,Others,piece,
"WARNING TAPE 3"" - YELLOW",00-50002415,Others,piece,
WD-40,00-50002228,Others,piece,
06MM FLEXIBLE WIRE 4 CORE,00-50003834,Others,m,
100 AMP BREAKER 2P,00-50003944,Others,piece,
10MM FLEXIBLE WIRE 4 CORE,00-50001713,Others,m,
20 AMP BREAKER 1P,00-50003431,Others,piece,
32 AMP BREAKER 1P,00-50003430,Others,piece,
63 AMP BREAKER 2P,00-50003433,Others,piece,
63 AMP BREAKER 4P,00-50003432,Others,piece,
COPPER BUSBAR CONNECTOR,00-50003434,Others,piece,
DISTRIBUTION BOX - PVC,00-50003437,Others,piece,
ELECTRIC INSULATION 7/8,00-50002797,Others,m,
ELECTRIC INSULATION TAPE - WHITE,00-50002413,Others,piece,
NEUTRAL LINK 13 WAY,00-50003531,Others,piece,
TUBE LIGHT 1MTR,00-50001266,Others,piece,
UNIVERSAL CONNECTOR 28X45MM GALVANIZED,00-50003530,Others,piece,
WIRE ROLL 0.75 RED/BLACK,00-50002414,Others,roll,
"1/2"" DRAIN VALVE-220V",00-50003752,Others,piece,
"1/2"" NIPPLE 2SIDE-BRASS",00-50003750,Others,piece,
1/2X3/8 BARB HOSE FITTING,00-50003751,Others,piece,
12MM BALL BEARING BIT,00-50003727,Others,piece,
ACETATE SILICON SEALANT BROWN - ASMACO,00-50004022,Others,carton,
ACETATE SILICON SEALANT WHITE-089231887,00-50003736,Others,piece,
ANCHOR BOLT 16MMX20MM,00-50003748,Others,piece,
"BALL VALVE 1/2""-BRASS",00-50003755,Others,piece,
BELT 711J/280J FOR 6 HEAD MOULDER MACHINNE,00-50003725,Others,piece,
BUSHING 8-12MM 799.380.00,00-50003735,Others,piece,
CERAMIC TILE BIT 6MM DIA,00-50003726,Others,piece,
CMT GROVING BIT 711.030.11,00-50003709,Others,piece,
CMT GROVING BIT 711.040.11,00-50003710,Others,piece,
CMT ROUTER BIT 838.380.11,00-50003702,Others,piece,
CMT ROUTER BIT 912.160.11B,00-50003708,Others,piece,
CMT SPIRAL CUTTER BIT - 191.030.11,00-50003903,Others,piece,
CMT SPIRAL CUTTER BIT - 192.040.11,00-50004003,Others,piece,
CMT SPIRAL CUTTER BIT - 198.040.11,00-50003832,Others,piece,
CMT SPIRAL CUTTER BIT - 198.100.11,00-50003830,Others,piece,
CMT SPIRAL CUTTER BIT - 198.101.11,00-50003901,Others,piece,
CMT SPIRAL CUTTER BIT - 198.120.11,00-50003902,Others,piece,
CMT SPIRAL CUTTER BIT - 198.660.11,00-50003831,Others,piece,
COUPLER 20MM,00-50003774,Others,piece,
DOL STARTER 10amp,00-50003764,Others,piece,
FISHER PLUG 8MM-BLUE,00-50003703,Others,piece,
GI FIX BOLT 10MMX60MM,00-50003759,Others,piece,
GI FIX BOLT 8MMX60MM,00-50003758,Others,piece,
"GI HANGING CLAMP-32""",00-50003757,Others,piece,
"GI HANGING CLAMP-50""",00-50003756,Others,piece,
HAND GLOVES LATEX-UKEN,00-50003724,Others,pair,
HEXA BLADE,00-50003715,Others,piece,
MAKITA ROUTER BIT PND-12267,00-50003712,Others,piece,
MAKITA ROUTER BIT PND-12310,00-50003711,Others,piece,
MAKITA ROUTER BIT PND-67739,00-50003905,Others,piece,
MONTAGE KIT SILICON-BISON,00-50003713,Others,box,
PAINTABLE SILICON-47 ASMACO,00-50003714,Others,box,
"PPR ELBOW 32"" WITH THREAD-FEMALE",00-50003754,Others,piece,
PPR END CAP 50MM,00-50003753,Others,piece,
PVC GLUE,00-50003775,Others,piece,
PVC PIPE 20MM,00-50003773,Others,m,
ROUND BAR 12MMX3MTR,00-50003749,Others,piece,
SAMSUNG ADAPTOR,00-50003791,Others,piece,
SANDING PAPER P180-BELMONT,00-50003788,Others,piece,
SANDING PAPER P220 BELMONT,00-50000344,Others,piece,
SOLID CARBIDE SPIRAL BIT UPCUT 191.165.11,00-50003721,Others,piece,
"SS SCREW 6X5/6""",00-50003730,Others,piece,
"SS SCREW 8X3/4""",00-50003729,Others,piece,
"SS SCREW 8X5/8""",00-50003728,Others,piece,
TC INSERT 14X14X1.2 (13295),00-50003718,Others,piece,
TC INSERT 14X14X2.0 Z-4 (13273),00-50003717,Others,piece,
TC INSERT 15X12X1.5 Z-2 (12003),00-50003719,Others,piece,
"TC INSERT 7.5X12X1.5,Z-2 (12001)",00-50003716,Others,piece,
TCT CIRCULAR SAW BLADE RIPPING 278.028.12,00-50003733,Others,piece,
TCT LAMINATE & CHIPBOARD SAW BLADE-281.096.12,00-50003731,Others,piece,
TCT LAMINATE & CHIPBOARD SAW BLADE-281.108.14,00-50003732,Others,piece,
TCT MULTI-RIP SAW BLADE 278.036.14,00-50003734,Others,piece,
VELCRO SANDING DISC P120X165,00-50003706,Others,piece,
VELCRO SANDING DISC P220X150,00-50003705,Others,piece,
VELCRO SANDING DISC P220X165,00-50003707,Others,piece,
2440x1220x18mm MR MDF 1/S MELAMINE WHITE,00-50003661,Others,sheet,
BAMBOO MATT,00-50003651,Others,m,
PVC EDGE BANDER MACHINE HD621J,00-50002888,Others,piece,
SPOT LIGHT 3W-3000K SS FINISH,00-50002822,Others,piece,
"311.04.003 Soft close hinge full overlay 110*, Mounting Plate 311.70.610, Cover cap for full overlay( nickel plated) 311.91.520, Hinge Arm Cap",00-50001896,Others,piece,
"433.07.499 Soft close under mounted  runner  250mm, full extesion",00-50000893,Others,pair,
"433.07.501 Soft close under  mounted  runner 300mm, full  extesion",00-50000909,Others,pair,
"433.07.502 Soft close under  mounted  runner 350mm, full extesion",00-50000878,Others,pair,
"433.07.505 Soft close under mounted  runner 500mm, full extesion",00-50000889,Others,pair,
450mm Length Concealed/Bottom Mounted Drawer Runner with Soft and Self Closing Function- HAFELE,00-50001897,Others,pair,
A TYPE HINGES - HAFELE,00-50003686,Others,piece,
AL DROP 12 INCH - ANTIQUE,00-50002957,Others,piece,
AL DROP 14 INCH - ANTIQUE,00-50001549,Others,piece,
AL DROP 16 INCH - ANTIQUE,00-50003348,Others,piece,
"ALDROP 14"" GOLD FINISH",00-50002749,Others,piece,
"ALDROP 8""",00-50002732,Others,piece,
"BUTT HINGES 3""X4""X3MM",00-50002703,Others,pair,
BUTT HINGES 3X1.1/2X2 - ANTIQUE FINISH,00-50004015,Others,piece,
BUTT HINGES 3X3X3 - ANTIQUE FINISH,00-50004004,Others,piece,
BUTT HINGES 3X4X3 BALL BEARING,00-50002731,Others,piece,
BUTT HINGES 4X3X3,00-50002147,Others,pair,
BUTT HINGES 4X3X3 - BLACK,00-50003453,Others,pair,
BUTT HINGES 4X4X3 - ANTIQUE FINISH,00-50002052,Others,piece,
BUTT HINGES 4X4X3 - BLACK,00-50000811,Others,piece,
C TYPE HINGES-  FGV,00-50002163,Others,piece,
C TYPE HINGES- BLUM,00-50003106,Others,piece,
CABINET KNOB,00-50003250,Others,piece,
CABINET SHUTTER KNOB - BLACK,00-50002143,Others,piece,
CONCEALED DOOR CLOSER,00-50000807,Others,piece,
CORNER MACHINE WITH HALF ROUND SHELF,00-50002164,Others,piece,
CYLINDER 100MM,00-50003895,Others,piece,
CYLINDER 70MM,00-50003047,Others,piece,
CYLINDER 80MM,00-50003278,Others,piece,
CYLINDER 90MM,00-50003076,Others,piece,
DEAD LOCK FOR INDICATOR - BLACK,00-50000809,Others,piece,
DOOR CLOSER,00-50003147,Others,set,
DOOR HANDLE,00-50003666,Others,piece,
DOOR STOPPER BLACK,00-50002949,Others,piece,
DOUBLE ACTION DOOR BOTTOM,00-50003664,Others,piece,
DOUBLE ACTION DOOR TOP,00-50003663,Others,piece,
DOUBLE PROFILE CYLINDER 100MM,00-50001162,Others,piece,
DOUBLE PROFILE CYLINDER 70MM - BLACK,00-50000806,Others,piece,
DOUBLE PROFILE CYLINDER 90MM - BLACK,00-50000805,Others,piece,
DRAWER CH U/M 350MM SOFT CLOSE-BLUM,00-50003784,Others,set,
DRAWER CHA 350MM B/R-BLUM,00-50003743,Others,pair,
DRAWER CHA 500MM B/R-BLUM,00-50003744,Others,pair,
DRAWER CHANNEL 200MM - SIDE RAIL,00-50003226,Others,pair,
DRAWER CHANNEL 250MM - BOTTOM RAIL,00-50003457,Others,pair,
DRAWER CHANNEL 250MM - SIDE RAIL,00-50003535,Others,pair,
DRAWER CHANNEL 300MM - SIDE RAIL,00-50002705,Others,pair,
DRAWER CHANNEL 350MM - BOTTOM RAIL,00-50003072,Others,set,
DRAWER CHANNEL 350MM - SIDE RAIL,00-50002165,Others,pair,
DRAWER CHANNEL 400MM U/M SOFT-HAFELE,00-50003741,Others,set,
DRAWER CHANNEL 600MM - BOTTOM RAIL,00-50003984,Others,pair,
DRAWER CHANNEL 600MM - SIDE RAIL,00-50001411,Others,pair,
DRAWER KNOB,00-50003802,Others,piece,
DRAWER LOCK 20MM,00-50003533,Others,piece,
DRAWER LOCK 22MM,00-50002220,Others,piece,
"EURO PROFILE TOILET CYLINDER (1/S KNOB, KEYLESS) 70MM",00-50001321,Others,piece,
"EURO PROFILE TOILET CYLINDER (1/S KNOB, KEYLESS) 80MM",00-50002683,Others,piece,
FIXED DOOR KNOB - BLACK,00-50000810,Others,piece,
HANDLE,00-50001873,Others,piece,
INDICATOR BOLT  (FOR BATHROOM DOOR) BLACK,00-50000808,Others,set,
MORTICE CYLINDER HOOK LOCK ANTIQUE FINISH - DEVON,00-50001320,Others,piece,
"Mortice hinge, Simonswerk TECTUS TE 340 3D,concealed, for flush doors up to 80 kg 3D adjustable, size 160 mm, Matt black",00-50003527,Others,piece,
PANIC DOOR HANDLE-HEAVY DUTY,00-50002950,Others,piece,
PIANO HINGES-2MTR,00-50003790,Others,piece,
PULL HANDLE 600MM (APS),00-50003045,Others,pair,
PULL HANDLE AINTIQUE,00-50002734,Others,piece,
PULL HANDLE C-TYPE BLACK,00-50000812,Others,pair,
PUSH TO OPEN CATCHER - PENCIL TYPE,00-50002162,Others,piece,
PVC BUFFER BROWN 22MM,00-50002227,Others,piece,
PVC BUFFER WHITE 18MM,00-50003968,Others,piece,
SLIDING HANDLE,00-50002859,Others,piece,
SLIDING SYSTEM FOR POCKET DOOR,00-50001836,Others,piece,
"SOS HINGES 4"" BLACK",00-50000753,Others,piece,
SOS HINGES 40MM - CHROME FINISH,00-50003628,Others,piece,
"SOS HINGES 5""",00-50003279,Others,piece,
TOILET DOOR HANDLE WITH KNOB,00-50002873,Others,set,
TOILET DOOR KNOB - ANTIQUE FINISH,00-50002814,Others,piece,
"TOWER BOLT 10""",00-50001419,Others,piece,
"TOWER BOLT 4"" ANTIQUE",00-50002735,Others,piece,
TOWER BOLT 600MM ANTIQUE,00-50003983,Others,piece,
UMBRELLA NAIL 32MM - ANTIQUE FINISH,00-50003154,Others,piece,
UMBRELLA NAIL 38MM - ANTIQUE FINISH,00-50002885,Others,piece,
UMBRELLA NAIL 38MM-BLACK,00-50002751,Others,piece,
UMBRELLA NAIL 60MM-BLACK,00-50002750,Others,piece,
1MM THK U SHAPED CHANNEL - BRASS,00-50001796,Others,piece,
METAL ROD 08MM,00-50003306,Others,set,
METAL ROD 14MM DIA X 500MM,00-50001891,Others,m,
"2"" BINDER RING - WHITE",00-50001882,Others,piece,
BINDER CLIP - SMALL,00-50003820,Others,piece,
CLEAR FOLDER BLUE - SIZE A3,00-50003340,Others,piece,
CLEAR FOLDER BLUE - SIZE A4,00-50003339,Others,piece,
CRUCIAL HARDDRIVE 240 SSD 2.5,00-50001099,Others,piece,
ENVELOPE - SIZE A4,00-50001883,Others,piece,
MOUSE MS116 - DELL,00-50001101,Others,piece,
NUMBER DIVIDER 1 TO 20,00-50001881,Others,piece,
NUMBER DIVIDER 1 TO 31,00-50001880,Others,piece,
POWER CABLE FOR DESKTOP 1.8 MTR,00-50001102,Others,piece,
"SAMSUNG MONITOR 27"" LS273C10EAM",00-50001098,Others,piece,
STAPLER,00-50001884,Others,piece,
STAPLER PIN 8016,00-50002832,Others,box,
WIRED KEYBOARD,00-50001100,Others,piece,
WIRELESS KEYBOARD - LOGITECH,00-50003822,Others,piece,
WIRELESS MOUSE - LOGITECH,00-50003823,Others,piece,
ACETONE THINNER,00-50002695,Others,piece,
BONDO PUTTY WITH CREAM HARDNER,00-50002673,Others,piece,
CREAM HARDNER FOR BONDO PUTTY,00-50003930,Others,piece,
DYED PAINT - CHERRY # 15890,00-50002769,Others,piece,
FIBER PUTTY,00-50003894,Others,piece,
JOTUN FENOMASTIC NCS S-8000 N BLACK,00-50002773,Others,liter,
JOTUN STUCCO PUTTY,00-00000073,Others,piece,
NC CLEAR PUTTY # 1184,00-50002658,Others,piece,
Oil Color - Black,00-50000665,Others,piece,
Oil Color - Brown,00-50000666,Others,piece,
Oil Color - White,00-50000667,Others,piece,
Oil Color - Yellow,00-50000668,Others,piece,
OIL PAINT MEDIUM,00-50000980,Others,piece,
"PAINT BRUSH 2""",00-50002674,Others,piece,
"PAINT BRUSH 3""",00-50002774,Others,piece,
"PAINT BRUSH 4""",00-50003445,Others,piece,
